clean_text,gpt_label
کیفیت و جنس کیفش خوبه جادار هم هست ولی وسایلاش خیلی به درد نمیخوره اگه خودتون تجهیزش کنین خیلی پک خوبی میشه,Negative
قیمتش مناسبه اما وسایل موجود داخل کیف به درنخوره تب سنج داخل کیف جیوه نداره وقابل استفاده نیست باند هم خیلی کوچیکه بتادین هم بدرد نمیخوره,Negative
من که ازش راضیم فقط مشکلی که داشت درجه تبش بودهمین,Positive
قابل توجه برخی از دوستان که درمورد ایراد درجه تب گفته بودن درجه تب رو خاموش زیر زبان بگذارید و بعد کلید روشن دستگاه رو بزنید تا درجه گرمای فعلی بدن رو نشون بده,Positive
کیف خوب و با کیفیتیه اندازش مناسبه ولی درجه تبش کار نکرد,Negative
خیلی خوب هست حتما بخرید برای تو ماشین یا خونه حتما لازمه,Positive
در خریدش شک نکنید عالیه,Positive
بنظرم تو این قیمت از این بهتر پیدا نمیشه,Positive
با تکیه به اعتبار برند سنهایزر اقدام به خرید این هدفون کردم ارگونومی در رابطه با ارگونومی هدفون باید بگم که کاپ های بزرگی داره که کاملا گوش ها رو در بر می گیره البته برای کسایی که یه مقدار گوش های بزرگ تری دارن ممکنه مشکل ساز باشه همچنین این هدفون قابلیت تنظیم ارتفاع هم داره که میشه متناسب به سر تنظیم بشه بجز تنظیم ارتفاع گوشی ها هم قابلیت چرخش به چپ و راست رو در حد 15 20 درجه دارن البته تنظیم ارتفاع دیگه جز موارد بدیهی هر هدفونی الان محسوب میشه و تو هدفون های ارزان قیمت هم میشه چنین خصوصیاتی رو پیدا کرد چرخش چپ و راست کاپ ها هم به قدری کمه که میشه به فکر فرو رفت که چه دلیلی برای گذاشتن این آپشن بود اصن یه مورد دیگه قطر اسفنجی های به کار رفته روی کاپ ها و همچنین روی سری هدفون هست که خیلی کمه طوری که گوش کاملا به منافذی که صدا ازش بیرون میاد می چسبه که یکی از نقاط ضعف اصلی این هدفون محسوب میشه از نظرم صدا از نظر پخش صدا باید بگم که بیس خوب و تفکیک نسبتا خوبی داره ولی به کسایی که موسیقی راک و متال گوش میدن پیشنهاد نمیکنمش اصلا طول سیم ها برای من حداقل یه مزیته چون نیاز به سیم بلند داشتم و هدفون های با طول بیشتر از 2 متر خیلی کمن کلا و از این بابت خوشحالم از این خرید در کل انتظارم از این هدفون بیشتر از این ها بود و به نظرم ارزش خرید به جز تو پیشنهاد شگفت انگیز نداره نظرتومهمه,Negative
فوق العاده خوش ساخت گوش هارو احاطه میکنه بهترین انتخاب برای سینمای خانگی و گیم,Positive
با توجه به قیمتش عالیه فقط اگر میکروفون برای ضبت صدا هو روش قرار داشت خیلی خوب می بود,Positive
اصلا باورم نمیشه با این قیمت یه هدفون عالی گیرم اومده باشه یکی میگفت یه کمپانی خیلی تلاش میکنه تا یه برند مطرح بشه واقعا سنهایزر عالیه عالی,Positive
این خیلی هدفون عالیه بیسش به اندازس بعضی ها میگفتن کمه وضوح صدا عالیه به طوری که کاملا متوجه ریزه کاری های آهنگ میشین کیفیت بدنه اش خوبه روی گوش خیلی خوب قرار میگیره تبدیل 3 5 به 6 5 تو جعبه خیلی با کیفیته در کل خریدش رو پیشنهاد میکنم,Positive
کیفیت ساخت بالایی داره تفکیک صداش خیلی خوبه اگر توقع بیس زیاد دارید توقع شما رو برآورده نمی کنه,Positive
البته به اندازه پولی که میدی باید انتظار داشته باشی من تو پیشنهاد ویژه خریدم و با اون قیمت خوبه,Positive
کیفیت صدای خوبی داره ولی بزرگ ترین ایرادش نداشتن کنترل صداس همیپ باعث میشه صدای بلندی رو نداشته باشه,Negative
این هدفون رو از دی جی کالا خریدم امروز رسید دستم کیفیت صداش در حد متوسطه و برای کار های حرفه ای مناسب نیست کیفیت ساختش خوب و شیکه در کل ازش راضیم صدای واضح و شفافی داره ولی یخورده صدا بیرون میزنه گوش رو هم اذیت نمیکنه اگه نمیخواین کار حرفه ای انجام بدین بهترین گزینه است,Positive
این هدفون عالیه فقط حتما درایور کارت صدات نصب باشه که واقعا صدای اصلیشو بشنوی در ضمن اگر ویندوز 10 داری حتما برو تو استور و دالبی اتم رو بگیر یه دو تا فیلم با صدای شرکت دالبی باهاش دیدم که کف کردم,Positive
من این هدفون رو دو روز هست که از دیجی کالا خریدم ولی واقعا نامید شدم ازش صدایی که ازش شنیدم به هیچ عنوان لایق برند سنهایزر نیست بدجوری از خریدش پشیمون شدم کیفیت صداش در حد هدفون های 30 تومنیه اصلا ارزش این پول رو نداره انتظارم خیلی بالا بود ولی متاسفانه نامیدم کرد,Negative
وضوح صداش که حرف نداره سیم ضد گره داره و سبک هست و بسیار شیک و زیباست وقتی چند ساعت رو گوشتون باشه اصلا احساس سنگینی نمی کنید,Positive
درود دوستان این تیغ اره امروز ب دستم رسید عالیه حرف نداره من رو استفاده کردم مثل پنیر بریدش اگه برای دنبال تیغ اره خوب میگردید در مورد این تیغ شک نکنید دیجی راضیم ازت,Positive
به شما پیشنهاد می کنم چون هم بیس قوی داره هم تفکیک صدای عالی جوری که تمام جزعیات موسیقی رو نشان می دهد,Positive
هدست بسیار عالی برای گیمینگ و موزیک کاملا ارزش داره نسبت به قیمتش,Positive
واقعا لامپ خوبیه,Positive
سلام این هدفون سبک وزیبا وصدای بسیار شفافی دارد,Positive
واقعا عالیه حتما بخریدش,Positive
بر خلاف عکس کوچک تر میباشد اما بسیار زیبا و با کیفیت مخصوص خودرو,Positive
سایز کیف بدلیل کوچک بودن کاملا برای خودرو مناسبه از بین وسایل موجود در کیف تب سنج بنظرم جیوه نداره,Negative
با سلام خدمت دوستان من این اتو را در تخفیف ویژه از دیجی کالا خریدم و دراستفاده ای که از ان داشتم باید بگم بسیار خوب عمل کرد و حتی پیراهن نخی را به خوبی اتو کرد قبلا با اتوهای دیگه هم اتو کرده بودم ولی به این خوبی و بدون چروک نبوده است,Positive
خیلی عالیه و بدون هیچ دلهره ای هر جنس پارچه رو میشه اتو کرد,Positive
همه چیز تموم هوشمند بودن خوش دست بودن کفی عالی عالی عالی بی نظیره,Positive
محصولات ایکس ویژن رقیب سامسونگ و الجی هست اما دیجی سرعت انطباق تصویر تلویزیون ها رو نمیگه برزرسانی تصویر,Negative
جاروی شارژی ک نتونه شارژ نگه داره واسه لای جرز خوبه من ک پشیمونم نخرید,Negative
با سلام من چند وقتی میشه که این جاروشارژی را استفاده میکنم واقعا جاروی عالی هست مکش فوق العاده ای داره کیفیت ساختش خیلی خوبه با اینکه در دفترچه راهنما گفته 4 ساعته شارژ میشه اما برا من 3 ساعت و نیم شارژ میشه تنها موردی که ضعفشه فقط سنگینی وزن شه اما بخاطر مکش فوق العاده میشه از وزنش چشم پوشی کرد در کل من خیلی راضی هستم و حتما پیشنهاد میکنم که بخرین,Positive
سلام علیکم من پول بیشتری دادم فیلیپس خریدم حالا پشیمونم چون هم تولید ملی نخریدم هم اینکه پولمو حروم کردم ایکس ویژن امتحان خودشو پس داده,Negative
سلام با تشکر از دیجی کالا بسیارعالی و با کیفیت خصوصأ ایرانی بودنش پول برند ندین,Positive
وقتی از پهلو حتی به تلویزیون نگاه میکنید تصویر بسیار تیره هست و باید کاملا مقابلش باشید حتی با کمی زاویه گرفتن این مشکل محسوسه,Negative
سلام من آدمی هستم هم چی مارک دار شو میگیرم یکی از دوستام گفت حالا امتحان کن منم اینو گرفتم از همین سایت خریدم زمانی نصبش کردم باورم نمیشد که این تلویزیون ساخت ایران بااین قیمت کم اینقدر خوب نشون بده راستی اولش روکانالای ایرانی بود کیفیت نداشت ولی زمانی فیلم گذاشتم فهمیدم این تلویزیون ارزش خرید داشته دارد,Positive
قدرت بالا و کیفیت بالا و سیستم قطع خودکار در هنگام فشار به موتور این محصول فوق العاده میکنه,Positive
به هر گوشی سایزش مناسب نیست,Negative
این هدفون و دوسال داشتم از نظر کیفیت جنس عالیه هنوز سیمش حتی باد کشش های زیاد تو رختخواب قطع نشده فقط تازگیا یکم پلاستیک روش پاره شده از نظر صدا و بیس و تفکیک اجرای موسیقی بینظیره چند برابر قیمتش ارزش داره کاش موجود بشه هرچی بعد این گرفتم حتی ازین گرونتر بدرد نخورد الانم هنوز کار میکنه ولی چون اشغال رو حفره های بلندگوهاشو گرفته صداش کم شده,Positive
این هدفون واقعا عالیه از هر لحاظی که مدنظرتون باشه خیلی خوب داخل گوش جا میگیره کیفیت صدا فوق العاده ست از گوش براحتی جدا نمیشه صدای بیرون رو تا حد خیلی خوبی از بین میبره سیمش واقعا مقاومه و من که همیشه مشکل قطعی داخلی سیم هدفون هامو داشتم و دارم اصلا این مشکل رو برام بوجود نیاوارد البته دکمه کنترل نداره و کپ هاش هم ممکنه گم بشن منم به دلیل گم شدن تمام کپ هام البته بعد از حدود یکسال مجبور شدم هدفون دیگه ای بخرم اگه دوباره موجود بشه باید برای چند تا از دوستام سفارش بدم ولی حیف که هیچ جا نیست ازش خلاصه که هر جا دیدین در خریدش تردید نکنین یکی از دوستان کامنت گذاشته بود تا دو برابر قیمتش بی رقیبه واقعا حرفشو تایید میکنم,Positive
واقعا از هر لحاظ عالی و کارا من از دیچی کالا خریدم خیلی راضیم,Positive
تازه این محصول رو از دیجی کالا دریافت کردم واقعا هدست خوبیه و تفکیک صداش حرف نداره و وزنش هم سبکه به نظرم هدست مناسبیه,Positive
من این دستگاه را به تازگی خریدم هنگام خرید برای داشتن وای فای مستقل خیلی تحقیق کردم اما کسی اطلاعی نداشت اما حالا که به طور کامل آن را تست کردم بسیار خوب جواب می دهد,Positive
برای اتو کردن قسمتهای خاص لباس واقعا مناسبه چون کفی متناسبی داره و با اتو کردن یه قسمت با عث نمیشه جاهای دیگه ی لباس هم خط اتو بیفته,Positive
یکساله دارمش حرف نداره واقعا,Positive
بسیار عالی بنده حدود دو ماه پیش خریدم تا اینجا که راضی بودم سبک و قوی و بسیار سریع اماده به کار میشود,Positive
دو ساله دارمش سبک و عالی,Positive
با درود بنده حدود یک هفته هست که این اتو رو خریداری کردم و طی این هفته خیلی ازش استفاده شده لطفا قبل از خرید بخونین اول اینکه رنگبندی این اتو تاحالا فقط همین فیروزه ای رنگ دیدم و رنگش قابل قبوله جنس بدنه از پلاستیکه و کیفیت مونتاژ هم خوبه در کل کیفیت ساخت بدنه با توجه به این رده قیمتی راضی کنندست چیزی که شاید درنگاه اول یکم دلسردتون کنه اندازه ی کفی اتو که به نظر خیلی کوچیک میاد ولی بنده وقتی کفی این اتو رو با اتوی قبلیم که اصلا متوجه کوچک بودن کفیش نشده بودم مقایسه کردم دیدم که کفی ها کاملا هم اندازه هستند و من هم هنگام اتو مشکلی با این مورد پیدا نکردم و مشکلی در سرعت اتو کشی پیش نیومد جنس کفی سرامیک و خیلی خوبه نکته ی جالب سیم خیلی بلند این اتو که واقعا عالیه جنس سیمش هم خیلی خوبه فکر میکنم طول سیم حدودا یک متر و هشتاد سانتی متر باشه دلیل اصلی من برا خرید این اتو غیر از قیمت به صرفه نام برند و سیستم ضدچکه بود که به خوبی کار میکنه اتو به سرعت داغ میشه و بخار به اندازه کافی دراختیارتون قرار میده لطفا توجه کنین این اتو هم مثل خیلی اتو های دیگه تا درجه بخار نمیده که روی دفترچه هم به این نکته اشاره کرده سیستم رسوب زدا و بخارتوربو هم داره که توی این قیمت خیلی عجیب به نظر میرسه نکته ی آخر اینکه این اتو هم مثل سایر اتو ها نگهداری خاص خودش رو داره برای مثال آبی که داخلش میریزین بدون املاح باشه و بعد از هربار استفاده آب اضافی خالی بشه درضمن درجعبه فقط اتو و دفترچه راهنمای عمومی و دفترچه مخصوص این اتو قرار گرفته ولی لیوان برای پرکردن مخزن اتو نداشت گارانتی شرکت هم روی جعبه محکم چسبیده شده امیدوارم نظرم مفید بوده باشه نظرتومهمه,Positive
اتوی سبک جنس کفی عالی بخاردهی مطلوب واقعا از خریدم راضیم اتوهای دیگه سنگینه و دست رو خسته میکنه ولی این اتو واقعا سبکه و اتوکشی باهاش راحته جنس کفیش هم خوبه دو سال هم گارانتی داره کلا برند فیلیپس حرف نداره اگه دنیال یه اتوی سبک هستین در خریدش شک نکنید فقط توی تصویر لیوان برای ریختن آب داخل اتو داره ولی برای من وجود نداشت نظر تو مهمه,Positive
نسبت به قیمتش فوقالعادست,Positive
دوستان در کل نسبت به مبلغی که می پردازید اتو بخار خوبی خواهید گرفت,Positive
خیلی کاربردی و عالیه حدودا یک ساله دارم ازش استفاده میکنم کاملا راض هستم,Positive
من یکماهه خریدم اتو خیلی خوبیه خیلی سبک و راحت ودرعین حال خوب اتو میکنه من همیشه موقع اتو درد کتف و دست اذیتم میکرد که با این اتوی سبک وخوب دیگه درد ندارم وازاتو کردن لذت میبرم,Positive
به نسبت قیمت و کارایی اون عالیه,Positive
پیشنهاد میکنم با ضعفایی که گفتم کمی هزینه مالی بیشتر بذارید و مدلهلی دیگه رو انتخاب کنید,Negative
در یک کلام میتونم بگم نسبت به قیمت واقعاً ارزش خرید داره بعضی گفته بودن کفی کوچیکه نسبت به اتوی قبلی ای که داشتیم مقداری کوچیکتره ولی نهایتاً میخوایم یه لباس 70 80 سانتی اتو کنیم دیگه قرار نیست 100 متر پارچه اتو کنیم بعضی هم مخزن آب رو گفته بودن کوچیکه ولی به نظرم مناسبه قرار نیست با این آب لباس بشوریم که چند قطره ای شاید استفاده بشه من تو پیشنهاد شگفت انگیز خریدم و راضی ام,Positive
از نظر من همه چی تمام و کامل هست این اتو در ضمن سیستم قطع کن خودکار هم داره کمتر 4 ثانیه به درجه مورد نظر هم میرسه و قطع میشه در کل به قیمتش تو شگفت انگیز خوبه,Positive
اتوی خیلی خوبیه پاسخگوی تمام نیازهای روزانه هست استفاده ازش راحته و برخلاف نظر بقیه دوستان که گفتن,Positive
من قبل عید خریدم تا الان عالی بوده تقریبا یه روز درمیون استفاده میشه اصلا هم لباس نمیچسبه بهش برا هر پارچه ایی درجه مخصوص خودش رو بزارین اصلا نمیچسبه اگه مشکلتون حل نشد یه کاور هایی برای کفی اتو هست که حرارت رو کمی کمتر میکنه تا لباستون نسوزه از اونا استفاده کنید درکل نسبت به قیمتش عالیه,Positive
در مدل 9240 وزن 7 کیلوگرم و توان 2075 وات و ظرفیت 3 لیتر و در مدل 9240وزن 7 کیلوگرم و توان 2100وات و ظرفیت 1 2 کیلوگرم در 9240 بدنه کاملا سرد که نشان دهنده عایق بندی بسیار مطلوب ابزار مصرف برق بسیار قابل قبول در برابر سرویسی که ابزاربه شما ارایه میدهد راندمان بالا ظرف دیگ تفلون و توری دیواره تفلونی بسیار با کیفیت واجد بدنه مقاوم و با کیفیت زنگ هشدار در اتمام عملیات تغییر دمای عملکرد سیستم در حین انجام عملیات واجد یک واحد حافظه برای ثبت دماو زمان مورد نظر کاربر برای سهولت در مصارف بعدی کاربری فوق العاده اسان برای کدبانوی خانه و عدم نیاز به هیچ گونه آموزش عدم وجود لرزش یا زوزه در حین کارکرد فن دستگاه برای ایجاد جریان هوای داغ ازسطح فوقانی المنت بر روی توری و دیگ جمع اوری پیشنهاد میشود چنانچه از روغنهای کنجد ذرت زیتون هسته انگور روغن دانه برنج کلزا افتابگردان استفاده میشود دمای تنظیمی از دمای دود روغن مورد استفاده پایین تر بوده برای جلوگیری از ایجاد آکرولئین و مضرات آن برای بدن نقطه دود بعضی روغن ها روغن گلرنگ 364 5 آفتابگردان 246 3 روغن سویا 241 کانولا گلزا 237 9 ذرت 236 روغن بادام زمینی 231 روغن زیتون 187درجه سانتیگراد,Positive
تو پیشنهاد ویژه خریدم و بسیار راضیم به نظرم تو پیشنهاد ویژه ارزش خرید بالایی داره تو دور 3 و 4 صدا یکم بالا میره دکمه های تاچ هم نوریه یعنی سریع واکنش نشون نمیده کیفیت ساخت و طراحی ظاهری و مکش عالی,Positive
اتوی خوش دست و خوبی است و طراحی و جنس خوبی داره,Positive
واقعا عالیه هیچ مشکلی نداره حتما پیشنهاد می کنم,Positive
واقعا هدفون های فیلیپس عالیه من دوسال یه مدل پایین تر اینو داشتم و دارم هنوز واقعا هیچ جا احساس کمبود نکردم اینو هم هدیه واس دوستم خریدم شک نکنید تو انتخاب این هدفون,Positive
من برای حمایت از کالای ایرانی این گیرنده رو خریدم و بعد از چند روز استفاده و تست اون میتونم بگم از همه لحاظ راضی کننده است مخصوصا تعویض شبکه های تلویزیون سریع انجام میشه ریموت کنترل خوب و خوش دست و با کیفیتی داره و از همه جا کار می کنه خیلی خوب کیفیت پخش دستگاه هم خوب و راضی کننده است,Positive
سرعت عوض شدن کانال ها کمه و کانالهای رادیو تلویزیون با هم تو یک منو هست و با تنظیماتش درست نشد,Negative
دستگاه زیبا و کوچکی است و کیفیت ساخت مناسبی دارد راه اندازی آن بسیار اسان است و تنها دو دقیقه زمان میبرد با اتصال ان به فیش آنتن پشت بام 40 کانال را با کیفیت عالی دریافت کرد رابط کاربری زیبا و مناسبی دارد که کار با آن بسیار آسان است تعویض کانال با مکث حدود 5 ثانیه ای همراه است که اهمیت چندانی ندارد در کل نسبت به قیمتش به صرف است و خرید آن را حتما پیشنهاد میکنم,Positive
نسبت به پولی که می دی اش می خوری دستگاه خوبیه,Positive
دوستان در خریدش شک نکنید اندازه کوچک و قدرت بالا عالیه,Positive
عالیه ولی آداپتورش بزرگه,Positive
من با این دستگاه فرمت 4 اجرا کردم بدون مشکل و زیرنویسشو هم بدون مشکل اورد در ضمن فیلم بلوری 1080 اجرا کرد بدون هیچ مشکلی سرعت اجرا از فلش عالی نبود ولی بد هم نبود نسبت به قیمتش پیشنهاد میدم بگیرید با تشکر از دیجی کالا,Positive
خیلی ازش راضی ام سیم بلدنش دست و پاگیر هست اما خیلی کیفیتش خوبه,Positive
این هدفون به نسبت قیمتش فوق العادست اصلا نمیشه توو خریدش شک کرد وقتی باهاش یه آهنگ گوش بدید متوجه کیفیت بالای محصول میشید و اینکه تا الان هیچ لذتی از موزیک نبردید کلا نکات مثبته فقط تنها مشکلی که من دیدم یکم تووی استفاده طولانی مدت و پشت سر هم مثلا سه چهار ساعت یکم به گوش فشار میاره و اذیت میکنه یک ساله دارم استفاده میکنم و فوق العاده راضیم,Positive
با توجه به قیمت حتما پیشنهاد میکنم صدای شفاف و عالی کیفیت خوب,Positive
منتظرم دیجی کالا موجود کنه 2 تا بخرم ذخیره کنم دو ماهی هست چک میکنم و هنوز هم چک میکنم,Negative
سلام به دوستان عزیز من تا حالا چندین هدفون ارزون و گرون خریدم ولی هیچکدوم زیر دستم دووم نمیاوردن این هدفون رو اواخر سال 94 از دیجی کالا خریدم البته بیرون قیمت گرفتم دیدم دیجی بهتره من موقع خرید این هدفون خیلی دربارش تحقیق کردم چ تو منابع داخلی چ خارجی و تمام جزییاتش رو بررسی کردم نقریبا تمامی نظرات مثبتی ک خوندم درست بود و همون نتیجه رو گرفتم توی این دوسال هرجوری اهنگی رو باهاش گوش دادم ولی مختصر بخوام بهتون بگم این هدفون به طور حرفه ای مخصوص اهنگ نیست البته حجم صدای عالی داره ولی بیس عالی نداره و بیشتر برای کسایی مفیده ک مثل من عاشق فیلم هستن و میخوان طولانی مدت رو سرشون قرار بگیره و از غرق شدن تو محیط فیلم و ایزوله شدن صدا لذت ببرن صدا به هیچوجه به بیرون نمیره واز محیط هم حتی در حجم صدای متوسط هیچ صدایی بداخل نمیاد اون جمع کننده ی سیمی ک همراهشه اتومات نیست من تو عکس ها فکر میکردم اتوماته و در واقع باید دستی خودتون سیم رو دورش بپیچید مثل من دچار سو تفاهم نشید طول کابل زیادش ی مزیتیه ک من خیلی کم تو هدفون ها دیدم اگه بخواین با این کیفیت صدا هدفون بیسیم بخرید باید 2 برابر پول بدید از طرفی طول سیم کم دست و پای ادم رو میبنده هرچند در موقع استفاده برای گوشی این طول سیم یکم اذیتتون میکنه ولی همونجور ک گفتم کسی ک این هدفون رو میخره اولویت اولش باید اتصال ب لبتاپ باشه ولی طول زیاد کابلش باعث میشه خیلی راحت توی اتاقتون جابجا بشید و برای ی محیط کوچیک حس بیسیم رو بهتون میده چون محدودیت جابجایی ندارید از نظر طول عمر هم که برند معروفیه توی هدفون و انصافا توی این دوسال با استفاده ی روزی حداقل 4 ساعت من خیلی خوب دووم اورده و از این نظر خیلی ب دلم نشسته چون هدفون زیر دستم 6 ماه دووم نمیاورد چون من همه جوره ازشون کار میکشم چه تو سفر و چه برای ورزش چه برای فیلم و اهنگ و بالشتک های دور گوشی های اون واقعا نرم و عالی هستن و اصلا گوشتون رو اذیت نمیکنه حتی برای استفاده ی بالای 4 ساعتولی روکش ابری ک بالای سر قرار گرفته خوب نیست و سریع از بین میره ک البته چیز مهمی نیست و ابر زیر خودش مشکیه و از قیافه نمیندازه هدفونتون رو تنها ایرادش سیم نازکشه ک اونم تو محل اتصال جک یکم نا امیدتون میکنه و اگه خیلی استفاده کنید میبینید ک استعداد قطعی زیادی داره تو اون نقطه و باید مواظبش باشید در کل نسبت ب قیمتی ک میپردازید ی هدفون خوب از ی برند معتبر و اصیل دریافت میکنید ک میتونه نیازهای روزمره و غیر حرفه ایتون رو در هر زمینه ای برطرف کنه و کلی خاطره باهاش بسازید امیدوارم که تجربه ی دوساله من در استفاده از این هدفون مفید بوده باشه براتون ببخشید پرحرفی کردم یا حق,Positive
بسیار ارزنده عااالی,Positive
هدفون خیلی خوبه مخصوصا که ساخت شرکت معروف سنهایزر هست من سه ماه که اینو از دیجی خریدم کیفیت صدا خیلی عالییی داره که همرو راضی میکنه باس نسبتا قوی داره ولی تو استفاده طولانی مدت بیرون گوش رو اذیت میکنه و باعث عرق کردن گوش میشه ولی در کل عالییییی,Positive
حتما بخرین عالیه,Positive
خریدش هدر دادن پوله نرم افزار اندروید قدیمی که به علت پایین بودن ورژن هیچ برنامه ای نمیتونی به راحتی نصب کنی حاضرم با نصف قیمت بفروشمش وقتی به اینترنت وصل دائم هنگ میکنه,Negative
من به دوستانی که قسط خریدن این محصول رو دارند میگم سلام من این دستگاه را نخریده ام اما با برسی دقیق نظرات دوستان و مقایسه این کالا با کالا های دیگر به این نتیجه رسیدم این دستگاه فقط ارزان تر هست نسبت به محصولات دیگر اما ساخت ایران کیفیت جنس پایین و نامطلوب هرچند یک تلویزیون عادی رو به یک تلویزیون هوشمند تبدیل میکند اما من به شما پیشنهاد میدهم بجای خریدن اسمارت باکس ایرانی یک کامپیوتر کوچک خارجی بخرید این دستگاه امکانات خوبی ندارد و ویدئو را در حالت آنلاین پخش نمیکند نسبتا میتوان گفت غیر قابل استفاده است در آخر و جمع بندی من این محصول را پیشنهاد نمیکنم و تنها امتیاز این محصول ارزان بودنش هست وگرنه هیچ,Negative
از روی اپارات وفیلیمو هیچی پخش نمی کنه حتی تلوبیون رو باید کلی دردسر بکشی تا شاید انلاین پخش کنه وگرنه فیلمهای قبلی رونمایش نمی ده,Negative
من به تازگی خریدم نسبت به قیمتی که داره بد نیست ولی چندان کا راه انداز نیست من برای رجیستر کردن مشکل دارم ضمن اینکه در حالت استنبدبای چراعش مدام خاموش و روشن میشه,Negative
من این محصول رو ساعت 10 شب سفارش دادم از دیجی و فردا دستم بود با تشکر از دیجی,Positive
با استفاده از این دستگاه به راحتی تمامی امکانات یک تلویزیون اسمارت رو به تلویزیون معمولی خود اضافه میکنید,Positive
محتوای جعبه ریموت ماوس بی سیم کابل اچ دی ام آی یکم کند است اما برای فیلم دیدن و میراکست مطلوب است اصلا مناسب بازی سه بعدی نیست سه عدد پورت یو اس بی دارد که خیلی کارا است و شما حتی میتوانید کیبورد هم وصل کنید ماوس هم که در جعبه هست همان اول به یکی از همین یو اس بی ها وصل میکنید وقتی خاموش است شبها بی دلیل هر از گاهی از استندبای خارج و دوباره استندبای میشود تلگرام به راحتی نصب و کار میکنه اون دوستی که گفت 265 ساپورت نمیکنه دقت کنند چون اندروید هست شما هر نرم افزاری خواستید میتونید بریزید و با اون تماشا کنید مشکلی نیست نصب کنید که راحت بشین کاش میشد عکس هم براتون ارسال کنم و مشاهده کنید چند تصویر از دستگاه رو وجود یک میکروفون روی دستگاه بد نیست ولی حس جاسوسی میده کاش میشد سخت افزاری قطع بشه من که با سوزن کلا از بین بردم میکروفونه رو گارانتی هرچی شد شد ممکنه بپرسید اگر اندروید هست هوم اسکرینش چیه یک هوم اسکرین شبیه ویندوز 8 براش ساختند که نرم افزار های مهم اونجا هست و الباقی رو بعد از نصب در ذیل میتونید اضافه کنید,Negative
کیفیت این هدست با همه ی باند ها امتحان کردم از هدست تو بازار هم پایینتر است به هیچ کسی پیشنهاد نمیکنم,Negative
در کل باتوجه به کاستی هایی که داره خب میشه ازش راضی بود حداقل از مارک های موجود در بازار که قبلا واقعا عالی بودن ولی الان خیلی کیفیت پایینی دارن باتوجه به رنج قیمتیش تلویزیون خوبیه تصویر باکیفیت و شفافی ارایه میده یه جورایی حالت هوشمندش ضعیفه,Positive
من توی پیشنهاد ویژه گرفتم واز کیفیتش راضی ام وخوش حالم که پول اضافی برای یک برند خاص ندادم,Positive
خرید این دستگاه رو به همه کسانی که به سلامت خانواده بها میدن پیشنهاد میکنم,Positive
امروز این دستگاه به دستم رسید و از خرید آن کاملا راضی ام سیب زمینی را به سادگی٬ در زمان قابل قبول٬ بدوووووون هیچ روغن مضر فقط کمی روغن زیتون و با کیفیت عالی کاملا ترد و خوشمزه سرخ کرد قیمت این دستگاه نسبتا بالا است و ممکن است به میزان کاربردی بودنش نصرفه اما غذای سالم و خوشمزه و بی دردسری رو آماده می کنه,Positive
یه میز کار جمع و جور مناسب برای کار در منزل و حتی کارگاه,Positive
محشره حتما بخرید پشیمون نمیشید هیچ کدوم از نمایندگی های فیلیپس نداشت تا دیجیکالا موجود کرد دمتون گرم,Positive
حدود یک و سال و نیم میشه که از دیجی خریدم و ازش خیلی راضی ام قدرت بالا و طراحی زیبای آن از نقاط قوت آن است و بازدهی و سرعت چرخ گوشت آن هم مطلوب است و به لحاظ طراحی خاص آن بعد از استفاده به راحتی قابل باز شدن برای شستشو و تمیز کردن و به راحتی هم قابل سوار کردن می باشد صدای نسبتا زیاد آن بخاطر قدرت موتور آن می باشد و واقعا در رده خودش بی رقیب است,Positive
سلام من این کالارو توی پیشنهاد ویژه خریدم با اینکه باز هم دیجی کالا در قیمت پیشنهاد ویژه بزرگنمایی کرده بود ولی از کیفیت کالا راضی هستم بدنه محکم و باز شو بودن گلویی چرخ دنده بنظرم از نکات مثبتشه فقط دکمه روشن خاموش اهرمی که امیدوارم دوام لازم رو داشته باشه توی این محدوده قیمتی بنظرم انتخاب خیلی خوبی میتونه باشه,Positive
یک چرخ گوشت عالی وباقدرت وجمع وجور سرعت چرخ بسیار عالی مرسی دیجی جان,Positive
با سلام و تشکر به مدیریت و پرسنل صادق و منظم دی جی کالا این محصول رو امروز خریدم چنتا برش و ساب هم زدم خیلی خوب و رضایت بخش هستشرنسبت به پولی که دادم راضی هستم ممنون,Positive
این دستگاه در یک کلام فوق العاده و بسیار کاربردی می باشد فقط از دیجی کالا خواهشمندم لوازم و تیغه های آن را موجود کند چرا که بعد از حدود یک ماه استفاده سنگین یکی از تیغه های کاربردی آن شکسته و در بازار پیدا نمیکنم,Positive
در نظرات دوستی ذکر کرده که این دستگاه ای کاش بلک اند دکر بود و نه بلک پلاس دکر که جای تشکر از دقت آن عزیز دارد زیرا بسیاری از محصولات با کیفیت پایین در بازار از این نوع تشابهات اسمی به عمد سو استفاده می کنند ولی خبر خوب اینکه در مورد این کالا موضوع ذکر شده صادق نیست و در واقع اگر سرچی در سایتها انجام دهید مشخص می شود که خوشبختانه دو نام بالا به یک شرکت تعلق دارند و به عبارت دیگر مدتی ااست که لوگو و نام محصولات این شرکت بلک پلاس دکر شده است هر چند محصولات با نام قبلی نیز در بازار وجود دارد و شاید حتی با نام قدیم نیز تولید شود ولی در هر صورت این محصول جنس اصل و با همان کیفیت بالایی است که می شناسیم,Positive
